Exercise_1,Exercise_2,Exercise_3,Exercise_4,Exercise_5,Exercise_6,Exercise_7,Exercise_8,Exercise_9,Exercise_10,Exercise_11,Exercise_12,Exercise_13,Exercise_14,Exercise_15,InjuryScore
14,15,14,17,19,18,18,18,20,18,20,20,22,21,23,0.7300330800480983
16,14,15,18,19,20,19,20,17,20,18,19,21,23,21,0.9535108944420702
14,15,16,18,20,20,20,17,18,17,18,20,23,21,23,0.7735038581401172
4,4,3,9,7,7,10,6,10,5,5,10,13,12,11,0.19600764861882047
3,4,3,5,5,10,9,6,9,6,5,6,11,11,11,0.37282652500537494
3,3,3,8,8,7,10,9,7,7,5,10,12,11,12,0.04750155881923335
14,16,14,17,19,18,19,17,20,18,20,17,23,22,21,0.6762999052452549
2,2,1,7,7,9,8,8,5,7,8,5,11,13,11,0.36947593648984356
16,16,14,19,19,18,20,19,17,20,19,19,21,21,23,0.6152021941783412
16,16,16,20,18,18,20,17,20,19,20,20,21,21,23,0.7445359195892234
4,3,2,9,10,8,8,8,8,5,10,5,12,11,12,0.05309267815689611
2,2,3,6,7,6,6,9,6,7,9,6,11,12,12,0.39652211473638943
3,2,1,10,7,8,5,5,9,9,8,9,13,12,11,0.3011179825446909
3,1,4,9,10,9,5,9,10,8,7,5,12,11,11,0.34058132173047473
3,3,1,8,6,8,8,5,8,7,5,5,13,12,11,0.10477094941783738
2,3,3,6,7,6,6,8,9,6,6,9,11,12,11,0.1660219070982728
15,14,14,18,17,19,17,17,17,19,18,17,22,22,21,0.8360481889611626
2,3,1,5,9,5,8,6,5,10,8,5,11,12,11,0.11493140214742603
4,3,3,10,8,10,9,9,9,6,9,10,12,13,13,0.14486353352426884
1,3,4,7,9,9,7,6,9,5,6,8,13,12,12,0.02696687930221975
1,1,1,10,5,9,9,8,10,10,6,7,12,12,12,0.4164729897538254
16,14,14,19,17,19,18,17,19,19,19,19,22,22,23,0.969838593707578
16,16,15,18,18,17,19,17,19,20,17,19,22,21,21,0.7185883190926242
2,3,4,8,10,6,7,6,7,7,5,6,12,11,11,0.03319411843449305
4,2,2,9,8,5,6,6,6,7,6,6,11,12,13,0.28114387789598405
2,4,2,9,5,7,9,6,10,8,10,9,13,13,12,0.4724117061537517
2,3,4,6,8,10,7,8,10,9,8,10,13,11,12,0.1686505001702906
14,16,15,19,18,20,20,18,18,20,18,20,22,22,21,0.9356702125954095
2,4,4,5,7,7,10,9,10,9,8,9,11,12,12,0.4377892371313544
2,2,3,7,9,7,5,6,8,7,8,6,11,13,12,0.20382891171277873
15,15,15,17,18,18,19,18,17,20,18,17,21,22,22,0.6708647560645267
15,15,16,19,19,20,17,20,17,20,17,18,23,21,23,0.720431676716365
3,1,1,6,5,8,8,10,10,10,6,6,11,13,13,0.25164948826248357
16,14,16,19,17,17,20,17,17,17,17,18,21,23,22,0.6227652602252579
16,16,16,17,19,18,20,20,18,19,19,18,21,23,22,0.8070003848465366
2,3,3,8,8,10,8,6,10,5,6,7,11,11,13,0.10879438429283184
3,1,1,5,10,9,7,6,7,5,6,6,11,12,12,0.031061249998904805
14,15,16,19,18,20,19,19,20,19,18,17,23,22,21,0.9959154954029752
16,15,14,18,17,20,18,18,19,18,20,17,22,22,22,0.7963300287956837
15,14,14,20,19,19,19,20,19,19,17,18,21,21,22,0.5036740971115338
16,16,16,17,19,18,17,19,19,18,17,17,22,22,23,0.9614171911954702
2,1,2,7,9,5,6,10,10,6,5,8,12,11,11,0.21869424800956794
16,15,15,17,17,18,18,19,18,18,18,18,21,21,21,0.5892394470252972
4,1,3,10,5,5,5,9,7,7,7,10,11,11,12,0.0532424284719486
2,1,1,7,10,7,6,9,5,10,9,8,13,11,11,0.067759373989981
14,15,15,20,20,19,17,19,19,19,18,20,23,21,22,0.5242137364203876
15,15,14,19,19,17,17,20,19,19,18,20,21,21,21,0.7904623939680597
14,15,14,18,20,17,17,17,18,18,17,17,21,21,21,0.7420188284294365
4,2,3,10,9,10,9,10,10,6,8,7,12,11,11,0.39983457252905585
15,15,15,18,19,18,20,19,20,17,17,20,23,22,23,0.8219425616232663
16,15,14,19,17,18,19,19,18,20,20,19,23,23,23,0.9327259769163562
14,14,16,17,17,20,20,18,20,18,20,17,22,22,23,0.5400756118630214
4,3,3,7,7,7,8,8,7,9,5,7,11,13,13,0.11483904658636157
15,14,16,18,17,20,18,20,20,17,20,18,23,22,21,0.5174403435489944
16,15,15,20,19,17,17,19,20,20,19,17,21,22,22,0.5948426448980941
1,3,3,9,6,7,9,6,9,7,7,10,11,11,11,0.4585573913527452
15,14,16,19,17,20,18,18,18,17,17,20,22,21,22,0.9529554344694813
14,15,14,17,18,18,17,19,20,18,20,18,21,21,23,0.9848322645667417
15,14,14,17,17,17,17,20,20,19,20,17,23,21,23,0.7011671393945823
1,1,3,6,8,8,7,5,6,6,7,10,13,12,11,0.32923465539479957
1,4,4,9,7,8,6,9,8,5,9,8,13,12,12,0.40477868146595697
15,14,14,18,20,20,20,18,18,19,19,17,23,21,21,0.8673208990535376
4,4,3,5,10,10,5,9,7,8,7,6,13,11,13,0.1937720966693286
15,15,15,17,20,19,20,20,20,18,17,17,21,23,21,0.9699033504707608
3,2,2,10,9,8,8,5,9,10,6,8,11,11,12,0.12851301260589754
14,16,15,17,19,20,19,19,19,17,20,17,22,22,23,0.9627515802527005
2,1,4,9,8,8,8,5,7,6,7,7,13,12,13,0.3852995385641632
14,15,14,17,18,19,19,18,20,20,17,17,21,21,22,0.9497635924555545
1,3,4,5,5,7,9,10,5,8,7,8,12,11,13,0.2671393158409131
1,2,2,7,9,10,8,5,10,8,6,7,11,11,11,0.278044408977167
4,2,2,5,8,9,6,9,8,6,8,7,12,13,13,0.060760806087912456
14,16,15,18,17,20,19,18,19,20,18,17,23,23,22,0.6710770253477323
14,16,14,20,19,17,18,18,20,20,17,20,21,23,23,0.6786387665192196
3,1,1,6,9,7,10,6,10,5,10,8,13,13,13,0.37407068570401525
4,1,4,10,6,5,7,9,10,6,6,10,12,12,12,0.14375275453173653
1,1,3,7,5,6,7,6,7,8,8,8,11,13,13,0.41145610056577175
2,3,3,6,9,6,5,10,6,6,7,9,12,12,13,0.35678874956055284
3,2,3,6,7,9,7,6,7,6,5,7,13,11,13,0.38312011502363563
16,15,14,19,18,18,17,19,19,19,20,20,23,21,23,0.8944453091898519
2,4,1,8,6,7,6,7,8,6,10,5,11,11,13,0.4658238189683285
14,16,14,18,19,19,18,19,17,19,19,20,22,23,22,0.6477157005737322
1,1,1,9,6,5,9,6,7,8,8,8,12,13,11,0.04445030630944646
16,16,15,20,20,18,19,19,17,19,19,17,21,21,23,0.5273834223666537
4,1,3,10,10,9,8,8,9,5,8,9,11,11,12,0.12725761561644833
14,15,16,19,20,20,19,18,19,17,20,18,22,23,21,0.9486037601906492
2,3,2,7,8,8,5,8,6,9,5,7,11,12,12,0.017589468108637374
14,14,16,19,18,19,18,20,17,17,17,20,23,21,22,0.696823409499817
1,3,1,5,5,7,5,5,9,6,9,7,13,13,12,0.13867227024644457
16,15,14,20,19,19,20,18,19,18,20,20,22,22,22,0.598634712936362
14,16,16,20,17,19,20,18,20,20,19,18,22,23,23,0.5160415585552529
1,3,1,9,10,7,7,7,5,8,7,7,11,13,12,0.16509187095929034
15,15,15,20,19,18,20,18,18,17,19,17,21,22,23,0.7443279224748384
3,2,4,10,5,5,10,10,5,7,8,10,12,11,13,0.10251025873945052
1,3,1,7,7,10,9,7,10,9,10,9,12,12,12,0.16277062534058329
3,1,4,6,5,6,5,10,8,6,5,5,12,12,12,0.3503828288707721
1,1,3,8,9,10,8,5,7,6,5,7,11,11,11,0.32125881940407175
14,16,14,20,19,20,20,20,20,20,19,17,22,23,23,0.5909156640543759
2,4,4,10,8,7,7,7,8,8,9,7,12,13,12,0.147654364527124
4,4,2,9,9,5,5,5,6,9,5,9,12,12,13,0.037792165754983786
14,16,15,19,20,17,20,19,19,20,20,20,23,23,21,0.5056159344072979
14,15,16,19,18,19,17,20,17,19,19,17,22,21,23,0.6827661925904708
16,16,14,18,19,18,18,20,18,20,19,20,21,22,23,0.567969775832424
14,14,15,20,18,17,20,20,17,19,19,18,21,22,22,0.6382717731876079
3,1,4,8,6,10,5,6,8,9,9,9,12,13,13,0.018478686736465688
1,1,4,8,8,8,6,7,8,7,7,5,11,13,11,0.1509426611907846
14,14,16,18,20,19,20,17,20,17,20,18,22,21,21,0.9932130892161273
15,14,14,17,20,17,18,17,18,20,20,19,23,22,22,0.6976823507664672
3,4,1,9,9,6,9,5,10,6,9,5,11,12,12,0.24985489276477213
14,16,16,17,20,20,20,19,19,20,20,18,21,21,22,0.9987638334491744
16,16,15,18,20,20,18,17,19,20,19,20,22,22,22,0.7443746449445932
1,4,2,10,9,8,10,5,6,5,5,10,11,11,13,0.37416370745301464
14,15,16,17,19,18,17,18,20,19,20,17,23,21,22,0.540015260268811
14,16,14,19,20,17,19,18,17,20,20,17,22,23,22,0.8652771270117107
4,1,4,7,9,6,7,6,6,8,8,10,13,11,12,0.3223325398326503
15,15,15,18,17,18,19,18,17,19,18,17,23,23,23,0.7048182075725681
4,4,1,7,9,9,7,6,9,5,9,10,12,13,13,0.19975717091431688
16,16,16,19,17,19,19,18,19,17,20,18,21,21,21,0.8584294256170538
16,15,16,20,17,18,19,20,20,19,18,19,23,23,22,0.9884624759121405
16,16,15,19,17,17,18,19,17,18,17,19,21,22,21,0.733917679810652
1,3,1,9,5,5,9,9,7,7,9,5,11,11,13,0.3930935919203502
2,4,2,6,7,7,5,7,10,5,5,7,12,13,11,0.3406306571508091
2,1,4,10,6,10,8,5,10,6,7,10,11,12,13,0.2862687477637198
14,15,15,17,20,19,19,19,18,18,19,20,23,23,21,0.773494023453627
2,3,1,10,6,5,7,10,9,9,6,5,12,13,11,0.24842991764894629
4,1,2,8,8,5,6,9,8,9,6,5,11,12,11,0.4684711017855724
14,15,15,18,17,17,19,19,19,17,20,18,22,22,22,0.8248821984600898
1,4,1,8,6,5,8,6,8,5,7,5,11,13,13,0.39105948109390554
14,15,14,19,19,18,20,20,19,19,17,19,22,22,22,0.9531849483899428
2,4,1,7,9,10,5,7,7,8,10,10,13,13,12,0.07825304166024272
14,16,16,17,19,19,17,20,18,19,17,18,22,23,21,0.818497306740193
15,15,14,18,19,20,19,17,18,20,17,20,23,21,23,0.9361239366403048
4,2,1,7,10,6,6,5,8,6,9,7,12,11,12,0.3515047339608316
15,14,14,19,19,19,20,17,18,19,17,17,23,23,21,0.656795051043875
1,3,1,5,8,9,5,5,9,8,6,9,12,12,12,0.027489554607791677
16,14,15,19,19,18,19,20,19,20,19,18,23,23,21,0.8567790195802709
4,4,1,8,5,7,7,10,8,7,7,9,13,12,11,0.299249042348841
16,15,15,17,18,17,17,19,18,17,18,20,23,23,23,0.9121366462260521
1,3,1,9,5,10,6,8,8,6,10,7,13,11,13,0.21677330844768605
15,16,15,18,17,20,19,20,17,20,19,18,23,21,22,0.599920521376174
3,4,4,7,8,10,8,5,9,7,7,8,13,11,13,0.22213005312380696
3,3,4,7,10,9,6,5,6,8,6,9,12,13,11,0.4644980689325283
1,4,3,10,6,8,7,9,9,8,6,8,13,11,12,0.4818166137751344
1,2,4,7,8,9,9,5,8,7,8,8,12,11,11,0.0471210962881331
3,1,1,10,10,7,6,5,10,6,9,8,12,13,12,0.26155923423053185
14,14,15,19,18,20,17,20,18,19,17,20,22,21,21,0.7113034106939258
1,3,3,9,8,9,10,7,5,6,8,9,13,12,11,0.13906154554637973
2,1,2,6,9,9,9,5,7,5,5,7,11,11,12,0.013109605819558445
1,2,2,8,7,5,7,8,6,9,6,10,11,13,11,0.4006534473363783
15,15,16,18,18,20,19,17,19,19,18,20,22,21,21,0.958133756095067
4,4,4,8,10,9,8,5,10,10,7,9,12,11,11,0.1671324607304111
16,16,14,20,17,19,19,20,19,18,18,18,21,23,21,0.7632390680025798
1,4,2,9,10,8,6,10,10,8,6,5,13,12,13,0.3471744682689353
14,14,15,18,19,18,19,18,17,20,18,17,22,21,23,0.6041025974479302
3,4,4,5,8,7,5,9,5,5,10,9,12,13,12,0.3291695105010206
14,16,16,18,17,19,20,20,18,20,19,17,23,23,22,0.8600629745723574
3,4,4,5,10,5,5,9,8,6,9,8,13,11,11,0.15202092023653413
15,15,14,20,17,18,20,20,19,20,19,20,22,23,23,0.701830853616597
15,15,16,17,17,19,17,19,20,18,19,17,23,23,22,0.899308865059985
2,1,1,9,8,5,7,8,8,8,6,6,13,12,13,0.014159645990251435
3,3,1,9,9,9,5,6,6,7,8,6,13,13,13,0.4404301257376755
2,1,2,10,8,10,8,8,10,8,8,7,11,13,11,0.018188918443594493
2,1,2,10,8,8,6,8,9,5,7,7,13,13,12,0.46336652513125853
3,2,1,8,7,7,5,10,6,8,10,7,11,12,12,0.3253972244640152
3,1,4,10,7,7,7,9,8,5,7,5,12,12,11,0.29151981673495464
2,4,4,5,6,7,9,5,7,5,9,10,11,13,11,0.3081678736915555
4,1,2,9,7,10,10,8,5,10,5,6,11,11,13,0.45179616264345523
4,4,4,8,8,5,7,5,5,6,9,5,12,13,13,0.25102082677118676
15,15,14,18,18,19,19,18,17,17,18,19,21,23,22,0.6118863311484309
2,4,4,7,5,6,10,6,9,8,7,9,11,11,11,0.20667131901265534
4,3,3,7,5,8,8,5,5,9,9,6,12,11,12,0.18765549267729664
16,16,14,18,18,17,20,20,18,19,17,20,22,23,23,0.5854558249011442
14,15,16,20,19,17,19,18,19,18,17,17,21,23,21,0.7528273428241248
15,16,16,19,18,18,18,19,20,17,17,20,22,23,21,0.7547927403025723
3,4,4,8,5,10,9,7,10,10,6,9,11,12,11,0.03874524907501664
1,4,2,6,10,5,5,10,10,10,10,9,13,13,12,0.4680031407290205
3,2,4,7,5,8,7,5,5,7,6,7,13,11,11,0.44820150405451453
14,16,15,19,19,18,19,20,19,19,18,18,23,22,22,0.5357989321751297
16,16,14,18,19,18,19,18,18,17,19,19,23,21,21,0.8487548397003166
14,15,16,18,20,17,19,18,19,17,18,20,22,21,21,0.5668033878812281
15,14,15,17,20,17,20,17,19,18,18,20,22,23,22,0.5915122777493216
4,3,3,6,6,9,6,8,7,6,9,8,12,12,11,0.367970643878741
15,15,15,17,19,19,20,19,19,20,20,18,22,22,23,0.8866814051275993
2,2,1,6,9,6,8,5,6,9,7,5,13,11,12,0.13686550872420167
16,14,14,19,20,19,20,17,18,17,20,17,21,22,23,0.9125879420444061
1,1,4,7,7,8,8,5,8,10,8,5,13,11,11,0.1612279533910601
14,15,15,19,20,20,20,20,17,17,19,19,22,23,22,0.5586320833052246
14,15,14,20,18,19,20,19,20,17,19,20,21,22,22,0.6895678051734939
16,14,14,20,20,19,17,17,19,18,19,17,22,21,22,0.6568555582529523
4,2,4,10,8,9,9,7,6,10,9,9,11,11,12,0.3520310017867454
15,15,15,19,19,18,19,20,17,20,18,17,22,23,22,0.7788370942057408
1,2,4,9,6,8,5,6,5,6,7,8,12,12,11,0.08316731637341968
15,14,14,19,19,18,17,18,20,18,18,17,21,21,23,0.8596422651141878
16,16,15,19,19,17,17,18,19,20,18,19,22,21,22,0.6121918622062302
15,15,16,20,18,20,20,20,20,19,17,17,22,23,22,0.5089724189772281
3,3,2,8,9,6,8,6,7,9,7,9,11,13,11,0.21298723559328225
4,3,2,9,9,7,8,10,5,8,9,10,12,13,13,0.2910964947818723
3,2,2,6,6,8,8,9,6,9,10,6,12,12,13,0.3568952289440578
2,4,1,5,8,10,5,10,9,9,8,6,11,11,13,0.20668208057176085
14,15,15,19,20,19,19,18,18,17,20,18,22,23,23,0.6641402838392607
15,14,15,19,18,17,18,19,18,20,18,17,23,23,22,0.8898860257772049
14,15,14,19,20,19,17,20,19,17,18,19,21,22,21,0.714206409196622
15,14,16,20,17,18,18,18,19,20,17,18,22,21,23,0.8899862245368166
16,14,14,19,18,18,17,18,20,19,19,19,21,21,23,0.6681949459468605
1,2,1,8,7,9,8,7,5,7,6,5,11,13,12,0.4210159529758626
3,3,3,7,5,7,7,6,10,6,7,9,13,13,13,0.3889312899185461
16,15,15,17,20,17,20,20,20,20,19,17,23,23,22,0.6220139307259902
15,14,15,17,17,19,19,17,17,19,20,20,21,23,22,0.7277469279274806
4,2,2,9,5,5,8,8,9,7,5,10,11,12,11,0.17705028945500423
14,16,16,20,17,18,18,18,17,20,19,20,21,23,21,0.7710776607822059
2,2,3,7,9,10,5,8,5,9,7,7,11,12,12,0.05504891969333792
2,1,3,7,7,10,7,9,9,5,5,7,13,12,11,0.3037933820918036
3,3,3,6,5,8,7,8,8,6,6,6,13,12,12,0.38941361427380305
1,2,1,10,7,6,8,8,8,9,9,9,11,12,12,0.12101238966941408
4,4,1,6,8,8,8,5,10,6,5,9,12,11,12,0.38679296567804655
2,3,1,8,9,7,10,5,5,10,9,8,12,12,13,0.49896940362085296
14,14,15,17,18,20,20,20,17,18,19,18,22,23,23,0.7131256506106424
16,16,14,20,19,18,18,20,18,17,19,18,23,23,22,0.9184732068259713
4,4,1,10,6,7,9,5,8,10,9,5,12,13,13,0.1532217194115958
14,14,15,17,19,19,17,18,20,18,17,19,22,21,22,0.7909738676333892
14,15,15,19,18,19,18,19,17,20,18,17,23,21,22,0.521019948792895
16,16,14,20,20,17,18,19,20,19,17,19,21,23,22,0.6265891172079677
1,1,3,9,10,5,7,5,9,8,6,5,12,13,11,0.34440509722318047
14,14,16,18,19,18,18,18,17,17,19,20,23,21,21,0.8459445056004028
15,15,16,19,19,20,17,18,17,20,17,19,22,23,21,0.9402011816220819
16,15,14,17,17,17,19,18,19,17,19,19,23,21,22,0.8473636759719294
14,16,15,19,19,20,19,18,17,20,17,17,23,21,22,0.7021863603037541
15,14,15,18,19,18,19,19,19,17,17,20,22,21,23,0.99312209388348
2,3,3,7,7,5,10,5,5,9,8,7,12,13,11,0.002605979011718995
3,4,4,10,9,5,10,10,7,9,8,8,11,12,12,0.3268676762383693
14,14,14,18,17,17,19,20,20,17,19,20,23,22,23,0.8646477299525727
2,1,1,10,10,8,7,9,7,10,5,8,13,11,12,0.40727628887679634
1,4,3,9,9,9,9,5,9,7,5,10,11,12,12,0.0006762060856724261
16,14,14,19,18,20,19,18,18,19,17,20,21,22,23,0.5555140979669103
16,15,15,19,18,17,20,20,17,18,19,17,21,22,23,0.6478127979087713
4,2,4,5,8,9,6,9,5,5,7,10,11,13,11,0.3028515878509155
2,3,3,9,6,6,9,9,9,7,10,10,11,11,13,0.337837581991848
15,16,16,20,18,20,19,17,19,17,20,19,23,21,22,0.8317596881281835
3,1,2,10,8,7,9,6,8,7,7,6,12,13,11,0.4529819560176698
2,4,4,6,10,5,5,6,6,7,8,6,13,11,13,0.061523725177715316
2,4,2,8,8,6,5,10,8,5,5,6,13,12,13,0.05711793694914136
3,1,3,9,7,5,8,7,9,9,6,8,11,13,13,0.325341570215661
15,15,14,20,20,18,20,19,19,20,19,17,22,21,22,0.6363450288012419
4,1,4,9,10,6,9,9,7,10,7,5,12,11,11,0.29311762936882246
4,1,2,5,10,10,6,8,7,7,7,6,12,12,13,0.3553115150567655
2,2,1,6,9,10,8,8,8,6,8,9,12,11,13,0.43832429161981024
14,15,15,19,17,20,20,17,18,20,19,18,23,23,22,0.9332467471987943
15,14,14,17,18,18,18,19,18,17,17,17,21,21,21,0.5147308163163244
16,16,14,17,20,19,19,17,19,17,19,19,22,23,22,0.9976142584293569
16,16,14,17,17,18,18,18,20,20,20,17,21,23,21,0.958527241094454
4,4,2,10,9,5,7,6,7,5,8,10,12,13,13,0.26352323998385174
14,16,14,19,18,18,18,18,19,20,19,20,22,21,22,0.569283790605676
2,2,2,8,7,8,9,7,10,8,7,7,12,13,12,0.2850899272537737
3,1,3,6,10,5,7,8,9,5,6,7,12,11,11,0.16024090375551592
1,3,1,9,8,5,5,5,6,9,6,10,13,12,12,0.07990368494766864
14,16,14,17,17,20,20,18,18,19,18,17,22,22,21,0.6121430452862239
16,15,14,18,20,20,17,19,18,18,18,19,22,23,22,0.9479726971643213
3,2,3,7,6,8,10,6,8,10,10,9,11,11,11,0.27605921590227966
15,14,16,20,19,17,17,18,17,18,20,19,22,23,23,0.6568463463388061
16,15,16,17,17,20,19,18,17,20,17,18,22,23,22,0.767535141649889
16,15,15,19,19,17,19,20,18,18,17,18,22,21,22,0.7606628740781037
15,14,16,20,18,19,17,19,18,20,19,17,23,23,22,0.9061364402215875
1,2,4,7,6,10,9,6,5,10,9,7,13,13,13,0.26598164246596145
14,15,15,20,18,19,17,20,18,17,19,17,22,22,23,0.9312595080816081
15,15,15,18,20,20,19,17,19,17,20,20,22,22,22,0.7154286547499105
2,3,2,5,5,6,7,6,7,5,8,6,11,11,11,0.05864653571188039
1,1,2,8,6,5,6,5,8,6,8,7,12,11,12,0.019858001776295264
16,14,16,19,18,19,19,20,20,19,19,19,21,21,22,0.9820478810168574
2,4,1,6,6,6,9,9,10,7,10,9,12,11,13,0.03685746329309125
16,14,16,20,18,18,19,20,18,19,18,17,23,21,23,0.9709653150943146
4,4,4,7,6,9,5,7,8,10,6,9,13,12,13,0.35659736523527363
4,1,1,10,5,8,5,8,6,5,5,7,13,11,11,0.3538540152599674
14,15,15,17,17,18,18,17,19,18,19,18,23,21,23,0.9156322342940804
4,2,1,5,5,10,8,7,5,5,6,10,12,12,11,0.13794084949482577
3,4,1,5,9,8,6,8,8,6,10,10,11,11,13,0.35215639486617845
14,16,15,20,20,20,17,17,17,18,17,20,22,21,23,0.9416879892763198
16,14,15,19,17,17,17,19,17,19,17,19,23,22,22,0.8052441979025077
16,15,15,19,20,20,18,18,18,19,18,18,22,22,21,0.952230397602801
4,3,2,9,6,8,7,7,10,10,5,5,13,13,12,0.09941691635907324
14,16,14,20,19,17,20,18,20,17,20,18,22,23,21,0.9047899371472476
16,14,16,20,18,20,19,17,20,17,17,17,22,23,23,0.6107718876084374
14,15,14,17,20,18,18,20,17,20,19,17,21,22,23,0.8595363025278325
15,15,15,20,17,17,20,17,20,17,18,17,23,21,22,0.9836045077334312
14,16,14,18,18,19,17,19,19,18,19,19,21,23,21,0.990329558972671
16,16,15,18,17,19,20,17,20,20,17,19,23,21,22,0.9701371943431503
2,3,1,8,10,9,8,7,7,5,5,10,11,11,12,0.1617962316401551
1,4,3,7,7,6,9,9,6,6,9,10,11,11,13,0.2648486096930529
2,3,4,6,8,10,7,10,10,7,8,8,13,11,11,0.46872358956603644
3,1,1,10,5,9,9,5,7,6,7,9,13,12,12,0.3460667035664371
4,3,2,7,7,6,10,7,10,7,7,10,13,11,11,0.10363924036187344
2,1,4,10,8,7,9,6,10,10,5,7,12,11,12,0.15188835045753046
3,2,2,6,9,6,9,10,9,6,7,8,11,11,12,0.2973820574563635
16,14,16,17,20,17,19,18,19,20,20,17,23,22,22,0.65165625080277
3,3,3,9,6,7,6,5,10,8,9,6,13,11,13,0.16118396235348065
3,3,2,8,6,9,6,5,10,6,10,8,13,13,12,0.454870354342647
2,2,2,8,6,9,6,10,5,5,8,7,13,12,11,0.40542654423677793
1,4,2,8,6,8,9,5,7,10,5,10,12,11,12,0.1674797062309057
16,14,14,19,20,17,19,19,19,20,20,18,21,22,23,0.524608413406065
16,16,16,19,19,20,20,20,18,17,18,18,21,23,22,0.9688441717994455
4,4,4,5,8,8,8,7,5,10,8,7,13,12,11,0.1375467265087973
16,16,15,19,20,19,19,17,19,18,18,19,23,23,22,0.6006290786152326
15,15,14,17,19,17,17,18,18,18,19,20,23,21,22,0.5848195427008479
2,3,3,6,6,9,9,10,8,6,9,10,11,13,13,0.47564802715789367
15,14,14,18,17,19,18,17,18,18,19,18,23,23,23,0.9746515416114218
2,4,3,5,7,6,5,8,7,8,5,10,11,13,13,0.4961316491341198
16,15,16,18,19,19,19,17,20,17,17,20,23,22,23,0.9436982551256384
15,16,14,17,20,20,19,17,18,17,19,17,22,21,23,0.6619981559428445
1,2,1,9,6,10,8,10,8,10,10,5,13,12,12,0.06148452713405639
14,15,15,18,18,17,17,20,20,18,18,18,22,23,22,0.8924556300771216
14,14,14,18,17,18,20,18,18,18,20,18,21,23,23,0.6990617901559261
1,1,3,5,10,7,6,5,5,10,10,8,12,11,12,0.0769549718198902
15,14,15,17,18,20,17,18,17,18,17,20,21,21,23,0.5781490429559288
2,2,2,9,6,10,5,5,9,8,6,10,13,13,12,0.18244889106045536
2,4,1,6,6,5,6,5,6,8,6,10,13,11,11,0.3251566130078005
15,15,16,20,17,18,20,19,19,18,19,20,22,23,22,0.9726307238363557
2,1,2,6,8,7,7,5,6,7,9,10,12,12,12,0.0032232448947114856
4,3,4,8,10,8,7,8,9,9,9,5,13,12,12,0.24658780696829796
3,1,3,9,7,10,10,9,6,7,6,7,12,12,11,0.43561714129049656
4,4,2,5,8,8,9,9,6,5,10,9,12,11,11,0.09652883966680303
15,14,14,17,19,20,18,18,17,20,20,18,21,21,23,0.503769466494661
14,14,15,18,20,20,17,19,18,19,17,18,23,22,22,0.579548981521227
15,15,16,18,18,19,19,20,17,18,17,19,23,23,22,0.644986505361463
3,3,2,10,9,5,8,5,9,8,7,10,11,13,12,0.3754382097780393
15,14,14,18,20,19,20,17,20,20,17,19,23,22,21,0.7784618851479707
14,16,14,18,19,19,20,19,18,18,20,20,21,22,22,0.917871329037916
16,14,15,20,17,18,20,18,18,19,19,20,21,23,23,0.6152709627029938
3,1,3,9,10,6,10,8,7,8,10,10,12,12,11,0.43361106343242795
4,1,1,10,10,7,10,7,8,8,7,10,11,12,12,0.19249384646913414
2,2,4,7,7,6,5,5,6,6,7,6,11,12,12,0.10106396482181323
2,1,3,5,6,5,5,5,6,10,8,5,11,12,12,0.31096172138727396
1,3,1,8,7,5,5,7,6,9,6,9,13,12,11,0.35913238541476145
4,1,2,10,10,10,10,7,9,8,5,8,12,13,13,0.48615814444800876
16,16,15,18,18,19,18,17,18,17,19,18,23,21,21,0.6261972567899357
4,4,1,9,9,10,10,6,10,6,10,9,11,11,13,0.07086944408532425
16,14,16,18,19,19,19,20,19,19,20,20,23,23,22,0.8002050447345038
2,4,4,7,10,5,7,10,6,9,5,5,13,13,12,0.3835860515456827
15,16,15,17,18,17,17,17,17,20,20,19,21,23,21,0.7512057872329104
14,16,15,20,17,17,18,18,19,20,17,18,23,21,21,0.8971000575471288
1,2,3,6,10,6,6,6,10,9,7,10,11,11,12,0.3420183192048041
16,15,16,20,20,17,18,19,19,18,18,20,22,22,22,0.5458251270959874
14,15,15,19,18,17,17,19,17,20,17,20,22,21,22,0.9336943943743963
2,4,3,5,10,9,5,9,10,9,8,7,11,12,13,0.2259319231031106
1,3,3,6,6,9,5,8,8,8,8,7,13,11,13,0.3954659786713658
14,14,15,17,19,18,20,17,17,17,20,20,22,23,22,0.6614189627312886
15,15,14,17,19,18,18,19,17,20,18,19,21,23,23,0.933707480931857
2,3,2,9,10,9,6,6,8,10,8,9,11,11,13,0.3142127836780044
1,4,1,6,6,5,10,6,5,10,7,10,12,12,13,0.12465468900909282
15,15,14,19,19,19,19,19,17,18,18,20,22,21,22,0.5134445713273552
3,4,2,10,5,7,7,8,10,6,9,10,13,13,13,0.1536630231599012
4,2,3,10,7,8,7,7,8,9,5,7,12,11,13,0.03508720834821033
1,2,1,5,7,7,8,9,8,7,10,6,12,12,13,0.06773138530581513
1,4,1,6,5,8,8,8,9,5,6,9,11,12,12,0.36370573487803426
3,3,2,6,8,6,10,7,8,9,6,9,13,12,11,0.22755813991482687
14,16,14,20,20,20,17,20,19,17,17,19,21,22,21,0.523108669617097
3,4,4,7,6,9,5,8,8,5,5,10,13,13,12,0.3266894528165497
14,14,14,19,17,18,20,19,20,20,17,20,23,21,23,0.5177143399805683
16,14,16,20,18,18,18,20,17,17,17,19,21,21,22,0.824237952831145
2,4,2,6,10,6,5,8,8,9,8,6,12,12,12,0.3850455483511529
